source_path,destination_path,sha256,size_bytes,file_type,import_status,notes
reference/raw-approved-v1-engines/23212900v1Summary.json,reference/approved-v1-summaries/23212900v1Summary.json,c22adbb80116018b367ff68d48205366e83754e0e965badf868965f82ba017c5,664539,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23217700v1Summary.json,reference/approved-v1-summaries/23217700v1Summary.json,e7d96a512673f15b777c671d30da8cdbb3ab454ce1a47c9c4395bb4acb25e182,328356,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23217800V1Summary.json,reference/approved-v1-summaries/23217800V1Summary.json,5fa18599d3929fa48ed551d727a607a485f2a11c7e90be9052e911de55d6623f,391598,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23217900V1Summary.json,reference/approved-v1-summaries/23217900V1Summary.json,7f97ff2a7c3bae1e3a53450212a78dfdb3158bb4054bdf54f0300cd049f7988c,231362,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23232800v1Summary.json,reference/approved-v1-summaries/23232800v1Summary.json,cafb3ddd87c55cabd752dd75d6e320ae84c509640d7715758b688a7a6365540a,813940,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23237600V1Summary.json,reference/approved-v1-summaries/23237600V1Summary.json,0fabc78c90d6d2cb29260deca9185e91ddb5790c0a57e753d64afe7fafd4af20,239950,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23244100V1Summary.json,reference/approved-v1-summaries/23244100V1Summary.json,f3e63ffdb9bc7d5a8c3ae1e53d6f6683c43ed5d99a029ca48aaa4d8ae87ab06b,470456,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23244200V1Summary.json,reference/approved-v1-summaries/23244200V1Summary.json,d25ddb8d91988d1467243925c8e3f9ab306b96240d6dd1fd257f3d21711aba12,256017,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23244900V1Summary.json,reference/approved-v1-summaries/23244900V1Summary.json,8c7d580182e43f34e41a031a1130b609341ad9f5d73367578e67246a2443191a,62650,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23246200V1Summary.json,reference/approved-v1-summaries/23246200V1Summary.json,6f631c47007b070a65d56b361f91997c055cacf234707dba706f5db24ff25b4a,273978,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23246700V1Summary.json,reference/approved-v1-summaries/23246700V1Summary.json,4e28c9eb4fdbf9d9ee770e5099b9eba7c9e2a14821b6cf96c5f06e315c4fc2a0,241706,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23247400V1Summary.json,reference/approved-v1-summaries/23247400V1Summary.json,1796b6b85064cf25a6ea5569a05f0fded5fae78ebd29c2f2b2676bd4fb745436,367955,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23247500V1Summary.json,reference/approved-v1-summaries/23247500V1Summary.json,9337b872fd720833d532e155c7a07ead7fcf1fd759e41edb65e1d5dab9e73704,720681,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23250300V1Summary.json,reference/approved-v1-summaries/23250300V1Summary.json,de6da65b7bd6ff2842759a2eab668d5154ead5e068f1c8f4a903b8f0a9415c28,284371,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23264900V1Summary.json,reference/approved-v1-summaries/23264900V1Summary.json,64758270db935c0a277f6e6f786493d1778dd4df549f860d30fd8cf0aac2b8f8,242089,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23276600v1Summary.json,reference/approved-v1-summaries/23276600v1Summary.json,3f1943b4a95d7bcd5bd677428436e4812dd0c79b7280cc48cf37b989f1f4005e,916969,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23276700V1Summary.json,reference/approved-v1-summaries/23276700V1Summary.json,6a704c07114f7cb53835bd7812a74b807c5397ab5212da6aa751842ca9bd3580,575730,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23281000V1Summary.json,reference/approved-v1-summaries/23281000V1Summary.json,2eebd7f752243db38e382429c478a9d4dd9682c5a1f5a45b47ef8a8cb77a98d2,352087,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23281100V1Summary.json,reference/approved-v1-summaries/23281100V1Summary.json,9645f48868fdbf9654ce9d005cebd5e16334b6ec4ac890bcb55025e37d3107b8,427764,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23289100V1Summary.json,reference/approved-v1-summaries/23289100V1Summary.json,e4c45640b72fc21b797524d512340872d58803dd8ff2cfe725ac1be280f5b63c,331992,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23294600V1Summary.json,reference/approved-v1-summaries/23294600V1Summary.json,cb2eb00b058aa7b4551c0f0970cba864cf01beef41f44f787e5ba3fbcd8ceef2,350612,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23297500V1Summary.json,reference/approved-v1-summaries/23297500V1Summary.json,bf787c28dfb492282c1fa89c2d9d178f9eb15c8df755e261934b7971f1dff201,766783,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23297900V1Summary.json,reference/approved-v1-summaries/23297900V1Summary.json,00c780d3bc737229d607c536e39596a597ac307784cc47bf056c047fe0281a7a,158751,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23313700V1Summary.json,reference/approved-v1-summaries/23313700V1Summary.json,a599a272853606a702aa9010bca5d7360041d5578bde9c0a25a50c01a9a24c46,797486,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23319400V1Summary.json,reference/approved-v1-summaries/23319400V1Summary.json,06eb6a38b11bc521bee70c11da248264ad83c48d013b297348c11d8427ebbba4,821041,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23335000v1Summary.json,reference/approved-v1-summaries/23335000v1Summary.json,ef2afbab3da9a69df617a8228fd1de2a2566d451f40ceab3660dfc7b80268580,660791,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23339000V1Summary.json,reference/approved-v1-summaries/23339000V1Summary.json,1dfc646834718b1b9cbd18065eed73be3ea58407a69a4ca88541b9cb8a4e5e63,967300,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23342100V1Summary.json,reference/approved-v1-summaries/23342100V1Summary.json,1e8d6d503472c1763b1d260d6909e35a644b8edadd437ee12be74aa103049aee,489041,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23345100V1Summary.json,reference/approved-v1-summaries/23345100V1Summary.json,769f151cdabc1f814c67c0da61b5404f9eb4953e309c08838f8e6db3dc1b4b72,601033,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23355000V1Summary.json,reference/approved-v1-summaries/23355000V1Summary.json,d5572428f3b65effb14d2c9642b2d9a282b1f18730d20fe568aa9a71464dd348,322629,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23387400V1Summary.json,reference/approved-v1-summaries/23387400V1Summary.json,83861012b27afb4d119da292ffac24ca5b9da6ed65ef71d7d11c971a4d011e93,317043,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23388700V1Summary.json,reference/approved-v1-summaries/23388700V1Summary.json,864e01996e991c00b11ebbf52bd794f0ce5575db8dea82b735469d203e8c4920,311069,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23390600v1Summary.json,reference/approved-v1-summaries/23390600v1Summary.json,5513e5cff2c607bed9f668a01db213ff352a09c5ce0ed7e839ae30da20726530,396200,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23390700v1Summary.json,reference/approved-v1-summaries/23390700v1Summary.json,fa66ab375ca89b44395b06d7b3eec0fa84140ca0f8bc2955332e27e15feee821,270499,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23393700V1Summary.json,reference/approved-v1-summaries/23393700V1Summary.json,bc1fa7dfcb3615ad62e7d4908d96e64b916cfee5296c29ddb4dd8f17ea9f2d02,436803,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23397000V1Summary.json,reference/approved-v1-summaries/23397000V1Summary.json,30e61b5d3cb46e1854bf1f8929855b5482ec876b8b24f5db612852a22fefe6a6,768119,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23399900v1Summary.json,reference/approved-v1-summaries/23399900v1Summary.json,c5d941fb879409b5fe5b5ee3fd9cdf228c769d62c469b53aa0622a8d3210037e,754901,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23403600V1Summary.json,reference/approved-v1-summaries/23403600V1Summary.json,152225efcc9737468fa9bb0d730dc697bb94f89390e901fff40e6710727e0b0f,167318,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23408000v1Summary.json,reference/approved-v1-summaries/23408000v1Summary.json,06c991f78534935664f5eabc57d842099ca6c680a0e19215c8da19f8f370150e,686684,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23409800V1Summary.json,reference/approved-v1-summaries/23409800V1Summary.json,833f1ad81654c1150b712a9ba09e8ef5f1276c689aecb7c7d806be64324f70dd,531403,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23418900v1Summary.json,reference/approved-v1-summaries/23418900v1Summary.json,653a032fa446b2853ff4dd638b668e6a2b639001bf64499e2960029e543f702d,1052361,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23419400V1Summary.json,reference/approved-v1-summaries/23419400V1Summary.json,f20408027dc87ed4812bc1464c109c19ca7e47afeb2dafcb91a4b423abcd98e0,142483,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23422200V1Summary.json,reference/approved-v1-summaries/23422200V1Summary.json,f48e83ff159c3f94586d8dab4570842298f0b736b53cfee04cce1ceb5caf3316,220991,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23439400v1Summary.json,reference/approved-v1-summaries/23439400v1Summary.json,9f3140c63d7537bcfeeb2cfc2136d8f9da519173aaba7e1aa7269e7f85c07e1a,1073253,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23440300V1Summary.json,reference/approved-v1-summaries/23440300V1Summary.json,8be6f86c3ce4ef7a67b2ae75c6b646bd5c94a7576e1d2cd26b7c10292258d9cb,361561,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23450000V1Summary.json,reference/approved-v1-summaries/23450000V1Summary.json,018867a190ff8ab877fa2762cc26fe4032698f4bfb466e6941b33bfc82cb65a0,356577,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23452700V1Summary.json,reference/approved-v1-summaries/23452700V1Summary.json,9592d8846316952e8119fb740ddc9936c219af01716827897897c2ed7c00a148,697461,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23464600V1Summary.json,reference/approved-v1-summaries/23464600V1Summary.json,9306184cdedbb5b0a9e7158955e1c6d0f7b41592b8e3f2d06c04a7ea97338446,333709,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23479500V1Summary.json,reference/approved-v1-summaries/23479500V1Summary.json,ed8487a47b681cda3156e653d9107e4fc655e6bf6a7236d200cc738897583983,431582,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23479600V1Summary.json,reference/approved-v1-summaries/23479600V1Summary.json,85c9af02a773ba6ec5fcd99bd5622fbbdd46d711a7f5fc21ab1d917aaf8fcb41,631793,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23500500V1Summary.json,reference/approved-v1-summaries/23500500V1Summary.json,f43eb9ec6724fbf6caaab273a78e405b1e6c2411bbee1ce88b1bb90b0bfde898,401503,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23502100V1Summary.json,reference/approved-v1-summaries/23502100V1Summary.json,d0afaa7e8dd3b3ba36626239137427bd71b181d2eafd0d20edf988abdf4e1edb,270962,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23505200V1Summary.json,reference/approved-v1-summaries/23505200V1Summary.json,3d96bc93dec3e54f2cd99c90a1d0e5b0a04c70fc415bd676ac187bf701849895,733900,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23507300V1Summary.json,reference/approved-v1-summaries/23507300V1Summary.json,db48a799092d058e93c77e4d2e9388fa0e455d4ee98fc448b88613f8636db523,274700,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23514000V1Summary.json,reference/approved-v1-summaries/23514000V1Summary.json,0b5ea26248650839b246abe1c4c687cadffb504492d761f3001c9ce7b1685249,681251,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23545300v1Summary.json,reference/approved-v1-summaries/23545300v1Summary.json,cb94269621861139df8c0f6e9dba8373a62061562fd8aab01faedf12d49ed86f,351230,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23559000V1Summary.json,reference/approved-v1-summaries/23559000V1Summary.json,574fa0461bcff68b819b21f82d10aabf74ade98f0ca0bf2d8d2d2b2721b570d7,718712,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23568300V1Summary.json,reference/approved-v1-summaries/23568300V1Summary.json,1b0fc1e952156890eb47c50ecf63300c72c550852c3ad1909d76148e8ea636ca,650731,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23577800V1Summary.json,reference/approved-v1-summaries/23577800V1Summary.json,954cdb8b50ccc098a2d87d7d40cf6c70b63a7dfa2b1083c870f94a3a67d4b48a,1241003,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23584100V1Summary.json,reference/approved-v1-summaries/23584100V1Summary.json,d961868bc1ad35c426229a907164b3f2222874638320105b33e8a66157026bae,422349,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23585300V1Summary.json,reference/approved-v1-summaries/23585300V1Summary.json,01b1108afdc98c93b421275ed9105de263375d59aa89956c9f005c2e6c55c29d,444709,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23588200V1Summary.json,reference/approved-v1-summaries/23588200V1Summary.json,7ea931a080ed6d32504687627dca315941176138108e823d0bd3f50964e9825d,213427,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23608100V1Summary.json,reference/approved-v1-summaries/23608100V1Summary.json,f735c14ea51c12fa0cda692ac6ab8bb2a1ed553bb5bc8f7ee18ed9d3106bd6dc,171090,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23610100V1Summary.json,reference/approved-v1-summaries/23610100V1Summary.json,9ab27630cfb0447c09d4d51f8f0611641ac4819783721e1eeff323466a8c1f8d,483390,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23612400V1Summary.json,reference/approved-v1-summaries/23612400V1Summary.json,a7a5dc2d0e0b58839cadd6521425db224c11b87f3f15c6960c998145260fe385,694501,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23621100V1Summary.json,reference/approved-v1-summaries/23621100V1Summary.json,ef581f08cea704ac18434c9cdbd38b8ee018f1162ab14d351aa89b8582053c11,747201,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23635100V1Summary.json,reference/approved-v1-summaries/23635100V1Summary.json,dea8936f3d291e4befaf9d67e33b69481c0a432153fcd80bc10fe86021a63d7f,277282,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23635500V1Summary.json,reference/approved-v1-summaries/23635500V1Summary.json,b6ac2ad4d14b2e6ba82d658dc650aa3514c46591526e3ff55a78726ec3a1a31b,411762,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23646000V1Summary.json,reference/approved-v1-summaries/23646000V1Summary.json,4f4be2a0972a3e44e908d0c75b87a466e643e85ce1d6f1a8aef50c9d5a324935,285870,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23649700V1Summary.json,reference/approved-v1-summaries/23649700V1Summary.json,80e4f7c326fc8d71e9146217a94bac223256522d295a5ea7eaccb0e89dc43f79,767252,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23655300v1Summary.json,reference/approved-v1-summaries/23655300v1Summary.json,3321f0edfd89b6df6584b47d7b7c6243c57fa10fe9bde3170fc24bdfbbf8ef3f,668636,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23666200v1Summary.json,reference/approved-v1-summaries/23666200v1Summary.json,f2ec1ed5d13aec0b83853a80039939177dc3645e4a3bfcce2f59dbbdc399d5c8,1833417,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23676800V1Summary.json,reference/approved-v1-summaries/23676800V1Summary.json,3c0ec61565ab39139f20bf9d15c919c1bf5ac038ab394923b95c167a044e3036,693883,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23681500V1Summary.json,reference/approved-v1-summaries/23681500V1Summary.json,7ffe07ec4300987b1dab66da4ef8fee22ed249f11da21a4a539d30bebbd804b0,742325,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23682800V1Summary.json,reference/approved-v1-summaries/23682800V1Summary.json,3d7765b5fab866bc69c6fc9e5a01c4ec33a40523c7709dec66a5d9aa535e1d47,531173,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23699500V1Summary.json,reference/approved-v1-summaries/23699500V1Summary.json,46f3a05ff3bdcdb3b95ef6161fd9a7ec9f17f0317c9e0049c26dca0776a8e3f5,624826,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23699600V1Summary.json,reference/approved-v1-summaries/23699600V1Summary.json,06c9a7dc79828a185cb3c7d1ec996354595e3a3522461cef7962be649cddde35,278303,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23722100V1Summary.json,reference/approved-v1-summaries/23722100V1Summary.json,662c987e733bc5f1b0e3cf0d4c2548dda3bc6637a270a72a621cc96780710dcc,507277,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23722700V1Summary.json,reference/approved-v1-summaries/23722700V1Summary.json,6a92fa3508f17ea08b8df29c06b5a770d6fa75e0ed6a767102988fa9621487f8,160784,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23722800V1Summary.json,reference/approved-v1-summaries/23722800V1Summary.json,395b2721811a14dac582fa441cc80605a9c34af6cf1fae1a89814d94aa9e10fe,676611,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23725100V1Summary.json,reference/approved-v1-summaries/23725100V1Summary.json,044ba2be415d4f0f79797bef76b9da23a424372cbeea1e543cb16170a52f1d1a,308795,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23730700V1Summary.json,reference/approved-v1-summaries/23730700V1Summary.json,db09a53ba9b1134c769eeaed987fa3a9e4abbf2a532147dd79dc5d86db5eaef1,152298,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23738800V1Summary.json,reference/approved-v1-summaries/23738800V1Summary.json,94f829192bdc62759fa37a6cbb2f82d2082e92afb59bd91be9632fc03e6df1dc,388234,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23738900V1Summary.json,reference/approved-v1-summaries/23738900V1Summary.json,16efdf301cf00e8857af7125620a6504aa7b0142a1ebcdc78bb4ee83dbefc5a0,681085,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23739000V1Summary.json,reference/approved-v1-summaries/23739000V1Summary.json,20ebacc73f645fa9461c3488f66ec64b6b293732052dcb54dca2a70c1bfb22da,737530,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23746600V1Summary.json,reference/approved-v1-summaries/23746600V1Summary.json,6e038d4fc73ac957e5c0d97fca36af63a6a26112d6ec4cef5164828968023cc7,708984,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23752300V1Summary.json,reference/approved-v1-summaries/23752300V1Summary.json,d46f9a2b9d0d8015971c81b5c58494472b2c66ea691872772193e4b798186656,239301,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23761900V1Summary.json,reference/approved-v1-summaries/23761900V1Summary.json,e30b6e505ff1dee9a562acbade14f91c661927eb3ec95d3cb3e58f9944b04765,527664,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23793700V1Summary.json,reference/approved-v1-summaries/23793700V1Summary.json,3bf0400ebec30447374d9493fff3411811de20ac22fe342d769c87498d0b6f6a,654633,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23794300V1Summary.json,reference/approved-v1-summaries/23794300V1Summary.json,b88ed14fcee10361a636bda1f91d283b962c57d6780efe1577a2a4049324e255,391855,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23809900V1Summary.json,reference/approved-v1-summaries/23809900V1Summary.json,a370e30e8c10cc3ce20571573fe6a5f625cee118fb0bcdb25a32a65c0e2fb8a7,683344,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23846000V1Summary.json,reference/approved-v1-summaries/23846000V1Summary.json,4da114618f6f2e5f105742e6e561b3bdd8256899f7afe2bac57f4c2d931f3bc1,907240,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23859700V1Summary.json,reference/approved-v1-summaries/23859700V1Summary.json,4978d63d5a1cd0d081571c833d4b9974389ac6901c635df33f51d326b8a5cf4c,567803,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23872600V1Summary.json,reference/approved-v1-summaries/23872600V1Summary.json,fcabb0b76df2a893ee0772f66b08d072102e137a5f6fc4a6cacfc0a88f658ae2,203909,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23875200V1Summary.json,reference/approved-v1-summaries/23875200V1Summary.json,4f633322a53ffeef8a1cf226e01f06bd952f636931d0b9378b442c7d9166a54e,578459,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23933200V1Summary.json,reference/approved-v1-summaries/23933200V1Summary.json,6a563171b6e170d5dd085d77ee94640afbfc09f63dd50892f470c0ae925412da,189209,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23938700V1Summary.json,reference/approved-v1-summaries/23938700V1Summary.json,dd80e8a115da08dbfd6a10aad656cdd5ae17bc1195e0261d451d987328ace585,571299,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23939600V1Summary.json,reference/approved-v1-summaries/23939600V1Summary.json,b2cfd1e5e11f4ffcbbcdc3c832b322c0eff256dc5f411e2568f45c07e2b1fd32,576964,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/23961400V1Summary.json,reference/approved-v1-summaries/23961400V1Summary.json,6c62fa09c0cf66bbe2dfcd65cd3a7bcf1b9ba66b5ecec277200f069d2c9d90d9,250632,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/24347800V1Summary.json,reference/approved-v1-summaries/24347800V1Summary.json,05134d2bf4e5a404ef8356edb16178c908ed1f9847ff48fbdf925c868895ff76,373241,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/24365800V1Summary.json,reference/approved-v1-summaries/24365800V1Summary.json,210082ca78d06820a863c6c0b75aaaf6f42bd35ba93dae5b8b2662239fca58ac,667992,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/24533300V1Summary.json,reference/approved-v1-summaries/24533300V1Summary.json,0bc7247b9d0301617cda930042563ba8ed95944d196cfde340c18f7117927596,381309,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/24548500V1Summary.json,reference/approved-v1-summaries/24548500V1Summary.json,94bf4a8a8e135ef58f1ded56f36ae0d1082fc1c7d7777bc53d2f93dd1f221789,410050,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/24556700V1Summary.json,reference/approved-v1-summaries/24556700V1Summary.json,f1b3940704fb097f7daa4e694c99f548c09d146314565029757e82a12453143e,1449119,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/24680800V1Summary.json,reference/approved-v1-summaries/24680800V1Summary.json,18c00720ae368b4eac1b62219886aacb3f0d5be87a67d449c56649b7625547a7,416389,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Re-evaluations.pdf,reference/regulations/Re-evaluations.pdf,fd50e183b8eb229f6ef38ed51b2917e458257ed7c7c841bb6ddda7731cdd6583,172662,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/README - plan_factors.md,reference/training/README - plan_factors.md,b0607ee204b6f200fb75ef0d91e2d1ca27a753f39a5d3832c7429dfc3640f63b,929,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
"reference/Recoupment, Recovery and Administrative Correction.pdf","reference/regulations/Recoupment, Recovery and Administrative Correction.pdf",af6d80e346cf1ca054ae2cfca2aaecda39af52f0347163bcbd56c98cbe463625,358179,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Required Beginning Dates.pdf,reference/regulations/Required Beginning Dates.pdf,5a30c70f4f960915732c7bc5f811f77d395752008e6ebb55a151a02032eca635,228096,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/run_catalog_seed.v0.7.0.json,reference/field-catalogs/v1/run_catalog_seed.v0.7.0.json,448eb31cab4a10e548d9d8cae0a4def6777c898843a25ceb62365b609b31b9d7,6486,application/json,imported,Imported per approved mapping; source and destination SHA-256 match.
